No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
9720,Wekeza Maisha Fund,3733818882.49,11607940.32,321.6608,321.6608,315.2275,03-04-2017
9719,Umoja Fund,200926733853.19,409392587.89,490.7923,490.7923,485.8844,03-04-2017
9718,Umoja Fund,200926733853.19,409392587.89,490.7923,490.7923,485.8844,03-04-2017
9717,Liquid Fund,12305626664.39,76046466.69,161.8172,161.8172,161.8172,04-04-2017
9716,Liquid Fund,12305626664.39,76046466.69,161.8172,161.8172,161.8172,04-04-2017
9715,Jikimu Fund,23006607087.38,187999883.27,122.3756,122.3756,119.9281,04-04-2017
9714,Jikimu Fund,23006607087.38,187999883.27,122.3756,122.3756,119.9281,04-04-2017
9713,Watoto Fund,3349647006.11,11705827.03,286.1521,286.1521,283.2906,04-04-2017
9712,Watoto Fund,3349647006.11,11705827.03,286.1521,286.1521,283.2906,04-04-2017
9711,Wekeza Maisha Fund,3735298087.36,11609567.5,321.7431,321.7431,315.3082,04-04-2017
9710,Wekeza Maisha Fund,3735298087.36,11609567.5,321.7431,321.7431,315.3082,04-04-2017
9709,Umoja Fund,200979453767.14,409398358.56,490.9142,490.9142,486.005,04-04-2017
9708,Umoja Fund,200979453767.14,409398358.56,490.9142,490.9142,486.005,04-04-2017
9707,Liquid Fund,12312838510.08,76061916.22,161.8792,161.8792,161.8792,05-04-2017
9706,Liquid Fund,12312838510.08,76061916.22,161.8792,161.8792,161.8792,05-04-2017
9705,Jikimu Fund,23013883732.89,187999883.27,122.4144,122.4144,119.9661,05-04-2017
9704,Jikimu Fund,23013883732.89,187999883.27,122.4144,122.4144,119.9661,05-04-2017
9703,Watoto Fund,3350475001.61,11705854.74,286.2222,286.2222,283.3599,05-04-2017
9702,Watoto Fund,3350475001.61,11705854.74,286.2222,286.2222,283.3599,05-04-2017
9701,Wekeza Maisha Fund,3734809838.88,11605044.98,321.8264,321.8264,315.3899,05-04-2017
9700,Wekeza Maisha Fund,3734809838.88,11605044.98,321.8264,321.8264,315.3899,05-04-2017
9699,Umoja Fund,201037747243.42,409415397.15,491.0361,491.0361,486.1258,05-04-2017
9698,Umoja Fund,201037747243.42,409415397.15,491.0361,491.0361,486.1258,05-04-2017
9697,Liquid Fund,12314946485.52,76045790.61,161.9412,161.9412,161.9412,06-04-2017
9696,Liquid Fund,12314946485.52,76045790.61,161.9412,161.9412,161.9412,06-04-2017
9695,Jikimu Fund,23011336787.78,187921382.07,122.4519,122.4519,120.0029,06-04-2017
9694,Jikimu Fund,23011336787.78,187921382.07,122.4519,122.4519,120.0029,06-04-2017
9693,Watoto Fund,3350243111.63,11702183.69,286.2921,286.2921,283.4292,06-04-2017
9692,Watoto Fund,3350243111.63,11702183.69,286.2921,286.2921,283.4292,06-04-2017
9691,Wekeza Maisha Fund,3733366163.69,11597590.33,321.9088,321.9088,315.4706,06-04-2017
9690,Wekeza Maisha Fund,3733366163.69,11597590.33,321.9088,321.9088,315.4706,06-04-2017
9689,Umoja Fund,200877766327.47,408989862.78,491.1559,491.1559,486.2443,06-04-2017
9688,Umoja Fund,200877766327.47,408989862.78,491.1559,491.1559,486.2443,06-04-2017
9687,Liquid Fund,12480781138.92,76955260.03,162.1823,162.1823,162.1823,10-04-2017
9686,Liquid Fund,12480781138.92,76955260.03,162.1823,162.1823,162.1823,10-04-2017
9685,Jikimu Fund,23036955043.04,187896129.35,122.6047,122.6047,120.1526,10-04-2017
9684,Jikimu Fund,23036955043.04,187896129.35,122.6047,122.6047,120.1526,10-04-2017
9683,Watoto Fund,3356205808.37,11711586.67,286.5714,286.5714,283.7057,10-04-2017
9682,Watoto Fund,3356205808.37,11711586.67,286.5714,286.5714,283.7057,10-04-2017
9681,Wekeza Maisha Fund,3737528131.06,11599449.05,322.216,322.216,315.7717,10-04-2017
9680,Wekeza Maisha Fund,3737528131.06,11599449.05,322.216,322.216,315.7717,10-04-2017
9679,Umoja Fund,201072242997.67,408978469.58,491.6451,491.6451,486.7286,10-04-2017
9678,Umoja Fund,201072242997.67,408978469.58,491.6451,491.6451,486.7286,10-04-2017
9677,Liquid Fund,12501542105.52,77054129.34,162.2436,162.2436,162.2436,11-04-2017
9676,Liquid Fund,12501542105.52,77054129.34,162.2436,162.2436,162.2436,11-04-2017
9675,Jikimu Fund,23077163018.15,188163437.09,122.6442,122.6442,120.1914,11-04-2017
9674,Jikimu Fund,23077163018.15,188163437.09,122.6442,122.6442,120.1914,11-04-2017
9673,Watoto Fund,3357503955.31,11713261.64,286.6412,286.6412,283.7748,11-04-2017
9672,Watoto Fund,3357503955.31,11713261.64,286.6412,286.6412,283.7748,11-04-2017
9671,Wekeza Maisha Fund,3738498424.83,11599760.95,322.291,322.291,315.8452,11-04-2017
9670,Wekeza Maisha Fund,3738498424.83,11599760.95,322.291,322.291,315.8452,11-04-2017
9669,Umoja Fund,201126693984.77,408987567.6,491.7663,491.7663,486.8486,11-04-2017
9668,Umoja Fund,201126693984.77,408987567.6,491.7663,491.7663,486.8486,11-04-2017
9667,Liquid Fund,11877182067.99,73176443.19,162.3088,162.3088,162.3088,12-04-2017
9666,Liquid Fund,11877182067.99,73176443.19,162.3088,162.3088,162.3088,12-04-2017
9665,Jikimu Fund,23338200587.23,189959605.92,122.8588,122.8588,120.4016,12-04-2017
9664,Jikimu Fund,23338200587.23,189959605.92,122.8588,122.8588,120.4016,12-04-2017
9663,Watoto Fund,3358421786.61,11713610.5,286.7111,286.7111,283.844,12-04-2017
9662,Watoto Fund,3358421786.61,11713610.5,286.7111,286.7111,283.844,12-04-2017
9661,Wekeza Maisha Fund,3739852656.89,11601265.8,322.3659,322.3659,315.9186,12-04-2017
9660,Wekeza Maisha Fund,3739852656.89,11601265.8,322.3659,322.3659,315.9186,12-04-2017
9659,Umoja Fund,201180793810.09,408997124.98,491.888,491.888,486.9692,12-04-2017
9658,Umoja Fund,201180793810.09,408997124.98,491.888,491.888,486.9692,12-04-2017
9657,Liquid Fund,11857377859.43,73025049.37,162.3741,162.3741,162.3741,13-04-2017
9656,Liquid Fund,11857377859.43,73025049.37,162.3741,162.3741,162.3741,13-04-2017
9655,Jikimu Fund,23067846417.09,187591377.66,122.9686,122.9686,120.5092,13-04-2017
9654,Jikimu Fund,23067846417.09,187591377.66,122.9686,122.9686,120.5092,13-04-2017
9653,Watoto Fund,3363910009.68,11715423.32,287.1352,287.1352,284.2638,13-04-2017
9652,Watoto Fund,3363910009.68,11715423.32,287.1352,287.1352,284.2638,13-04-2017
9651,Wekeza Maisha Fund,3746808422.18,11598772.58,323.0349,323.0349,316.5742,13-04-2017
9650,Wekeza Maisha Fund,3746808422.18,11598772.58,323.0349,323.0349,316.5742,13-04-2017
9649,Umoja Fund,200488478537.66,407438091.14,492.071,492.071,487.1503,13-04-2017
9648,Umoja Fund,200488478537.66,407438091.14,492.071,492.071,487.1503,13-04-2017
9647,Liquid Fund,11925515293.98,73307978.74,162.6769,162.6769,162.6769,18-04-2017
9646,Liquid Fund,11925515293.98,73307978.74,162.6769,162.6769,162.6769,18-04-2017
9645,Jikimu Fund,23127407480.87,187794681.59,123.1526,123.1526,120.6896,18-04-2017
9644,Jikimu Fund,23127407480.87,187794681.59,123.1526,123.1526,120.6896,18-04-2017
9643,Watoto Fund,3368682816.44,11718906,287.4571,287.4571,284.5825,18-04-2017
9642,Watoto Fund,3368682816.44,11718906,287.4571,287.4571,284.5825,18-04-2017
9641,Wekeza Maisha Fund,3751582299.24,11599299.89,323.4318,323.4318,316.9632,18-04-2017
9640,Wekeza Maisha Fund,3751582299.24,11599299.89,323.4318,323.4318,316.9632,18-04-2017
9639,Umoja Fund,200738413138.32,407441871.08,492.6799,492.6799,487.7531,18-04-2017
9638,Umoja Fund,200738413138.32,407441871.08,492.6799,492.6799,487.7531,18-04-2017
9637,Liquid Fund,11983499806.63,73640961.75,162.7287,162.7287,162.7287,19-04-2017
9636,Liquid Fund,11983499806.63,73640961.75,162.7287,162.7287,162.7287,19-04-2017
9635,Jikimu Fund,23145288779.7,187884001.66,123.1892,123.1892,120.7255,19-04-2017
9634,Jikimu Fund,23145288779.7,187884001.66,123.1892,123.1892,120.7255,19-04-2017
9633,Watoto Fund,3369962192.1,11720732.35,287.5215,287.5215,284.6463,19-04-2017
9632,Watoto Fund,3369962192.1,11720732.35,287.5215,287.5215,284.6463,19-04-2017
9631,Wekeza Maisha Fund,3753519943.58,11602445.28,323.5111,323.5111,317.0409,19-04-2017
9630,Wekeza Maisha Fund,3753519943.58,11602445.28,323.5111,323.5111,317.0409,19-04-2017
9629,Umoja Fund,200781743576.86,407429575.43,492.8011,492.8011,487.8731,19-04-2017
9628,Umoja Fund,200781743576.86,407429575.43,492.8011,492.8011,487.8731,19-04-2017
9627,Liquid Fund,12035787467.57,73934702.19,162.7894,162.7894,162.7894,20-04-2017
9626,Liquid Fund,12035787467.57,73934702.19,162.7894,162.7894,162.7894,20-04-2017
9625,Jikimu Fund,22978214748,186466344.79,123.2298,123.2298,120.7652,20-04-2017
9624,Jikimu Fund,22978214748,186466344.79,123.2298,123.2298,120.7652,20-04-2017
9623,Watoto Fund,3370931920.29,11721933.48,287.5747,287.5747,284.699,20-04-2017
9622,Watoto Fund,3370931920.29,11721933.48,287.5747,287.5747,284.699,20-04-2017
9621,Wekeza Maisha Fund,3754439808.81,11602445.28,323.5904,323.5904,317.1186,20-04-2017
9620,Wekeza Maisha Fund,3754439808.81,11602445.28,323.5904,323.5904,317.1186,20-04-2017
9619,Umoja Fund,200509961222.32,406776987.21,492.9236,492.9236,487.9943,20-04-2017
9618,Umoja Fund,200509961222.32,406776987.21,492.9236,492.9236,487.9943,20-04-2017
9617,Liquid Fund,12045611380.69,73967406.59,162.8503,162.8503,162.8503,21-04-2017
9616,Liquid Fund,12045611380.69,73967406.59,162.8503,162.8503,162.8503,21-04-2017
9615,Jikimu Fund,22986634483.52,186477574.75,123.2676,123.2676,120.8022,21-04-2017
9614,Jikimu Fund,22986634483.52,186477574.75,123.2676,123.2676,120.8022,21-04-2017
9613,Watoto Fund,3373273008.93,11727901.91,287.628,287.628,284.7517,21-04-2017
9612,Watoto Fund,3373273008.93,11727901.91,287.628,287.628,284.7517,21-04-2017
9611,Wekeza Maisha Fund,3755459791.51,11602754.31,323.6697,323.6697,317.1963,21-04-2017
9610,Wekeza Maisha Fund,3755459791.51,11602754.31,323.6697,323.6697,317.1963,21-04-2017
9609,Umoja Fund,200563327084.72,406786952.24,493.0427,493.0427,488.1122,21-04-2017
9608,Umoja Fund,200563327084.72,406786952.24,493.0427,493.0427,488.1122,21-04-2017
9607,Liquid Fund,12061493024.19,73979687.8,163.0379,163.0379,163.0379,24-04-2017
9606,Liquid Fund,12061493024.19,73979687.8,163.0379,163.0379,163.0379,24-04-2017
9605,Jikimu Fund,23029243279.53,186649396.05,123.3824,123.3824,120.9147,24-04-2017
9604,Jikimu Fund,23029243279.53,186649396.05,123.3824,123.3824,120.9147,24-04-2017
9603,Watoto Fund,3375895573.84,11728771.08,287.8303,287.8303,284.952,24-04-2017
9602,Watoto Fund,3375895573.84,11728771.08,287.8303,287.8303,284.952,24-04-2017
9601,Wekeza Maisha Fund,3758326531.48,11602936.59,323.9117,323.9117,317.4334,24-04-2017
9600,Wekeza Maisha Fund,3758326531.48,11602936.59,323.9117,323.9117,317.4334,24-04-2017
9599,Umoja Fund,200720683465.96,406790582.75,493.4251,493.4251,488.4908,24-04-2017
9598,Umoja Fund,200720683465.96,406790582.75,493.4251,493.4251,488.4908,24-04-2017
9597,Liquid Fund,12091196053.85,74142191.32,163.0812,163.0812,163.0812,25-04-2017
9596,Liquid Fund,12091196053.85,74142191.32,163.0812,163.0812,163.0812,25-04-2017
9595,Jikimu Fund,22749675961.08,184324837.34,123.4217,123.4217,120.9532,25-04-2017
9594,Jikimu Fund,22749675961.08,184324837.34,123.4217,123.4217,120.9532,25-04-2017
9593,Watoto Fund,3366765651.91,11694064.55,287.9038,287.9038,285.0248,25-04-2017
9592,Watoto Fund,3366765651.91,11694064.55,287.9038,287.9038,285.0248,25-04-2017
9591,Wekeza Maisha Fund,3757081363.94,11596360.25,323.988,323.988,317.5082,25-04-2017
9590,Wekeza Maisha Fund,3757081363.94,11596360.25,323.988,323.988,317.5082,25-04-2017
9589,Umoja Fund,200605888934.33,406463696.12,493.5395,493.5395,488.6041,25-04-2017
9588,Umoja Fund,200605888934.33,406463696.12,493.5395,493.5395,488.6041,25-04-2017
9587,Liquid Fund,12185384341.58,74663404.06,163.2042,163.2042,163.2042,27-04-2017
9586,Liquid Fund,12185384341.58,74663404.06,163.2042,163.2042,163.2042,27-04-2017
9585,Jikimu Fund,22795895905.84,184520490.29,123.5413,123.5413,121.0704,27-04-2017
9584,Jikimu Fund,22795895905.84,184520490.29,123.5413,123.5413,121.0704,27-04-2017
9583,Watoto Fund,3372268346.04,11698829.4,288.2569,288.2569,285.3743,27-04-2017
9582,Watoto Fund,3372268346.04,11698829.4,288.2569,288.2569,285.3743,27-04-2017
9581,Wekeza Maisha Fund,3762500013.92,11598116.24,324.4061,324.4061,317.918,27-04-2017
9580,Wekeza Maisha Fund,3762500013.92,11598116.24,324.4061,324.4061,317.918,27-04-2017
9579,Umoja Fund,200779988482.62,406457127.59,493.9758,493.9758,489.0361,27-04-2017
9578,Umoja Fund,200779988482.62,406457127.59,493.9758,493.9758,489.0361,27-04-2017
9577,Liquid Fund,12186194524.6,74640027.92,163.2662,163.2662,163.2662,28-04-2017
9576,Liquid Fund,12186194524.6,74640027.92,163.2662,163.2662,163.2662,28-04-2017
9575,Jikimu Fund,22728097406.87,184565021.05,123.1441,123.1441,120.6812,28-04-2017
9574,Jikimu Fund,22728097406.87,184565021.05,123.1441,123.1441,120.6812,28-04-2017
9573,Jikimu Fund,22728097406.87,184565021.05,123.1441,123.1441,120.6812,28-04-2017
9572,Watoto Fund,3344508325.82,11698898.78,285.8823,285.8823,283.0235,28-04-2017
9571,Watoto Fund,3344508325.82,11698898.78,285.8823,285.8823,283.0235,28-04-2017
9570,Wekeza Maisha Fund,3733334794.08,11598167.63,321.8901,321.8901,315.4523,28-04-2017
9569,Wekeza Maisha Fund,3733334794.08,11598167.63,321.8901,321.8901,315.4523,28-04-2017
9568,Umoja Fund,198696817047.36,406471547.9,488.8333,488.8333,483.9449,28-04-2017
9567,Liquid Fund,12206227149.78,74649827.86,163.5131,163.5131,163.5131,02-05-2017
9566,Liquid Fund,12206227149.78,74649827.86,163.5131,163.5131,163.5131,02-05-2017
9565,Jikimu Fund,22784732053.49,184606598.35,123.4232,123.4232,120.9547,02-05-2017
9564,Jikimu Fund,22784732053.49,184606598.35,123.4232,123.4232,120.9547,02-05-2017
9563,Watoto Fund,3356156883.89,11700192.28,286.8463,286.8463,283.9778,02-05-2017
9562,Watoto Fund,3356156883.89,11700192.28,286.8463,286.8463,283.9778,02-05-2017
9561,Wekeza Maisha Fund,3749211179.93,11609370.69,322.947,322.947,316.488,02-05-2017
9560,Wekeza Maisha Fund,3749211179.93,11609370.69,322.947,322.947,316.488,02-05-2017
9559,Umoja Fund,199514678256.43,406505821.73,490.804,490.804,485.8959,02-05-2017
9558,Umoja Fund,199514678256.43,406505821.73,490.804,490.804,485.8959,02-05-2017
9557,Liquid Fund,12293690405.61,75156502.19,163.5745,163.5745,163.5745,03-05-2017
9556,Liquid Fund,12293690405.61,75156502.19,163.5745,163.5745,163.5745,03-05-2017
9555,Jikimu Fund,22697432798.81,183953018.37,123.3871,123.3871,120.9194,03-05-2017
9554,Jikimu Fund,22697432798.81,183953018.37,123.3871,123.3871,120.9194,03-05-2017
9553,Watoto Fund,3353182022.47,11701046.75,286.5711,286.5711,283.7054,03-05-2017
9552,Watoto Fund,3353182022.47,11701046.75,286.5711,286.5711,283.7054,03-05-2017
9551,Wekeza Maisha Fund,3743686892.82,11609478.84,322.4681,322.4681,316.0188,03-05-2017
9550,Wekeza Maisha Fund,3743686892.82,11609478.84,322.4681,322.4681,316.0188,03-05-2017
9549,Umoja Fund,199325671593.82,406069534.56,490.8659,490.8659,485.9572,03-05-2017
9548,Umoja Fund,199325671593.82,406069534.56,490.8659,490.8659,485.9572,03-05-2017
9547,Liquid Fund,11982770290.62,73227210.38,163.6382,163.6382,163.6382,04-05-2017
9546,Liquid Fund,11982770290.62,73227210.38,163.6382,163.6382,163.6382,04-05-2017
9545,Jikimu Fund,22721032055.5,184084064.36,123.4275,123.4275,120.9589,04-05-2017
9544,Jikimu Fund,22721032055.5,184084064.36,123.4275,123.4275,120.9589,04-05-2017
